user_id,item_id,rating,timestamp
173,118,2,1.6702547966839116
202,449,3,-0.5791603499904612
669,374,5,-1.275022589609152
117,281,5,1.4598778405201214
181,127,3,0.21379894631920981
493,108,4,0.5860043303013003
335,25,4,1.4275121549564613
556,234,1,-1.161742690136342
199,434,5,0.4565415880466601
116,159,5,-1.226474061263662
362,147,5,0.8449298148105806
253,128,4,1.4275121549564613
464,97,3,-0.7409887778087614
549,52,1,-1.6148622880275825
180,148,3,0.2947131602283599
14,697,3,-0.6115260355541212
387,548,5,-0.5629775072086312
313,729,3,1.7026204822475717
293,171,5,-1.1131941617908518
371,107,5,0.019604832937249576
509,362,4,-1.3721196463001322
258,261,4,0.2947131602283599
173,255,3,1.4760606833019514
337,693,4,-0.8542686772815715
471,212,3,-0.7409887778087614
566,169,4,-1.5015823885547723
346,560,3,-0.3687833938266709
712,56,5,-1.5986794452457525
81,80,4,-0.5306118216449711
233,6,3,-0.6600745638996113
707,147,4,-0.449697607735821
105,651,2,0.40799305970117006
8,581,2,1.5893405827747615
283,282,5,-0.5306118216449711
508,451,2,1.4598778405201214
559,682,2,0.06815336128273963
435,424,2,-0.7895373061542514
343,587,4,0.9096611859379007
196,192,2,-1.4368510174274522
94,147,5,-0.7409887778087614
74,481,4,0.4241759024830001
490,124,1,-0.09367506653556056
701,591,3,-1.5015823885547723
64,363,4,-0.7409887778087614
544,147,2,0.5374558019558102
43,358,3,-0.012760852626410463
260,547,5,-0.32023486548118085
502,229,3,1.4922435260837814
426,492,3,-0.7733544633724214
343,107,3,-1.0970113190090218
549,688,4,-1.6148622880275825
618,129,3,-0.7409887778087614
4,156,4,-0.012760852626410463
193,159,5,0.5212729591739802
220,147,4,-1.5177652313366023
552,149,2,-0.6762574066814413
52,221,3,-1.1293770045726819
96,58,3,-0.6438917211177813
282,460,3,-0.5629775072086312
39,576,3,1.7349861678112317
352,218,4,-1.1293770045726819
123,445,4,1.4760606833019514
275,35,3,-0.7409887778087614
371,81,4,0.019604832937249576
492,248,3,1.4760606833019514
574,54,3,-0.8542686772815715
109,417,4,-0.7248059350269314
271,205,1,1.5246092116474415
390,472,3,-1.5986794452457525
648,22,3,1.4275121549564613
173,586,3,1.4275121549564613
115,100,5,-0.5467946644268011
686,340,3,-1.177925532918172
2,301,3,1.103855299319861
114,571,2,-0.6115260355541212
452,369,5,1.249500884356331
174,127,4,1.168586670447181
440,440,4,-1.0322799478817017
105,247,4,-1.5177652313366023
394,150,4,-1.4853995457729423
31,150,3,-0.433514764953991
177,427,1,1.087672456538031
329,624,1,0.14906757519188973
310,201,3,1.4275121549564613
186,491,1,0.5860043303013003
196,530,2,-1.4368510174274522
640,171,5,1.4598778405201214
607,313,4,-0.46588045051765103
342,97,3,0.5050901163921502
603,257,3,1.5246092116474415
149,694,3,0.1328847324100597
145,308,4,1.5084263688656114
76,122,4,-1.161742690136342
552,185,5,-0.6762574066814413
313,174,5,1.8482660672840419
295,59,3,1.184769513229011
31,583,3,-0.417331922172161
244,287,3,0.31089600301018994
284,558,2,0.39181021691934004
216,313,3,1.0391239281925408
510,254,3,1.152403827665351
31,56,5,-0.433514764953991
88,150,5,-0.449697607735821
300,132,3,-1.4368510174274522
407,211,4,0.6021871730831303
508,55,2,1.4598778405201214
363,185,5,0.0034219901554195576
628,479,4,0.4403587452648301
231,229,3,1.4275121549564613
243,21,2,0.8125641292469206
188,101,5,-0.22313780879020073
77,265,3,-1.4044853318637922
700,22,4,1.6055234255565916
698,56,5,-0.48206329329948105
638,146,5,0.6831013869922804
65,477,4,-0.6600745638996113
552,170,5,-0.6762574066814413
375,398,4,1.4598778405201214
158,515,5,1.7349861678112317
682,291,5,0.7154670725559404
69,698,5,-1.4530338602092823
640,187,4,1.4598778405201214
36,292,2,0.8772955003742406
513,430,4,-0.6115260355541212
175,170,1,1.2656837271381611
252,406,3,-0.7409887778087614
633,703,2,-0.6600745638996113
659,393,1,-1.177925532918172
0,104,3,-1.5177652313366023
546,189,3,-0.6600745638996113
356,82,4,-0.7248059350269314
318,159,4,-0.6762574066814413
641,109,2,-0.7409887778087614
669,18,3,-1.275022589609152
291,360,3,-0.6115260355541212
609,761,3,0.32707884579201996
105,37,5,-1.5177652313366023
501,381,3,0.2785303174465299
387,330,5,-0.5629775072086312
416,243,4,-0.22313780879020073
458,261,4,0.6669185442104504
376,439,5,-0.6438917211177813
314,378,3,-0.449697607735821
698,453,3,-0.48206329329948105
433,42,5,-0.6438917211177813
422,286,4,0.32707884579201996
43,204,4,-0.012760852626410463
69,715,3,0.5698214875194703
625,148,5,-1.6148622880275825
681,264,4,-0.5467946644268011
442,420,5,0.4565415880466601
641,465,1,-0.7409887778087614
164,80,2,-0.9675485767543817
300,209,2,-1.4368510174274522
60,0,4,-1.275022589609152
278,249,3,-1.177925532918172
644,148,4,-0.8380858344997415
582,676,2,0.9420268715015607
148,676,3,1.5893405827747615
461,81,3,0.9582097142833907
682,5,4,0.7154670725559404
32,106,4,1.4760606833019514
